,utterance,intent
687,actually can i see whats in my college fund,get_balance_update
688,What is the status of my 401k?,get_balance_update
689,what is my current account balance?,get_balance_update
690,what about my 401k,get_balance_update
691,just tell me whats going the in all accounts,get_balance_update
692,Can I see my account for purchases in Chicago please?,get_transactions_start
693,What were the list of transactions for restaurants?,get_transactions_start
694,i was out in california last year and dropped a bunch of cash at restaurants can you show me my transactions for that?,get_transactions_start
695,transactions from last week's trip to Istanbul,get_transactions_start
696,I need to see my transactions from two months ago.,get_transactions_start
697,I want to be shown a list of my most recent expenses dating back to 30 days,get_transactions_start
698,what are my transactions from grocery stores?,get_transactions_start
699,List all my transactions that took place while I was in New Orleans.,get_transactions_start
700,I have to know all the transactions from my time in New York,get_transactions_start
701,How much was my last purchase?,get_transactions_start
702,Show me my Las Vegas transactions,get_transactions_start
703,I got to see my transactions from my checking account on California restaurants last year.,get_transactions_start
704,what was my most recent deposit amount,get_transactions_start
705,transactions with nike,get_transactions_start
706,Please tell me what the last clear check in my account is?,get_transactions_start
707,show me my expendetures from my checking account for dairy queen in ann arbor the past 2 weeks,get_transactions_start
708,I need to see my expendetures in San Francisco last month,get_transactions_start
709,I'd like to see a list of transactions from my checking account please.,get_transactions_start
710,need let me know more about wanting to view a list of all my purchases at fast food places please,get_transactions_start
711,How many transactions with Home Depot have been processed today?,get_transactions_start
712,show me my transactions for kroger from my checking in the last 7 months in Ann Arbor,get_transactions_start
713,How many transactions have I made in the last month?,get_transactions_start
714,i like to know the purchases list of last month,get_transactions_start
715,Can you provide a printout of all my transactions in February?,get_transactions_start
716,"hello, more info requested on wanting to see transactions from the past week need help",get_transactions_start
717,i want to see all my transactions from now to 50 days ago,get_transactions_start
718,Please give me all of the expenses from last Friday.,get_transactions_start
719,transactions from last week's trip to Africa,get_transactions_start
720,I need to know all the expenses from my time in New York,get_transactions_start
721,what were my most expensive expenditures,get_transactions_start
722,show me my expenses on clothing from my savings,get_transactions_start
723,please give me the follow up of my account transaction details,get_transactions_start
724,I would like to see a list of purchases detailsi made with nike,get_transactions_start
